Kepler,koiname,Ecc,Ecc_low,Ecc_upp,Period,U_Per,Rp,U_Rp,Rovera,Rovera_low,Rovera-upp,RpRs,RpRs_low,RpRs_upp,Mstar,Mstar_low,Mstar_upp,Rstar,Rstar_low,Rstar_upp,Rho,Rho_low,Rho_upp,Temperature,Temperature_low,Temperature_upp,Metl,Metl_low,Metl_upp,Kepmag,relrho,relrho_low,relrho_upp
Kepler-145b,K00370.02,0.429089843813,0.176529470729,0.609085931332,22.9510253463,22.9512574515,2.56206676643,2.84645379792,0.0494197535952,0.0491755787886,0.0496332967319,0.0124344724852,0.0110566345314,0.0129221069895,1.4192,1.3892,1.4492,1.88742,1.87365,1.89971,0.29755136,0.29372729,0.30200576,6227.7,6155.22,6313.13,0.2,0.15,0.3,11.931,0.727117046994,0.123552717853,1.07996169752
Kepler-145c,K00370.01,0.111085442255,3.63214166301e-07,0.224061018939,42.8825386715,42.8826858463,3.92213672818,4.03149883588,0.0325772918668,0.0324163328703,0.0327180585963,0.0190352967646,0.018519205588,0.0192487195547,1.4192,1.3892,1.4492,1.88742,1.87365,1.89971,0.29755136,0.29372729,0.30200576,6227.7,6155.22,6313.13,0.2,0.15,0.3,11.931,0.977974496781,0.699952224482,1.0786369447
Kepler-197b,K00623.03,0.0221983437224,1.50838464457e-05,0.24997636793,5.59929318789,5.59933198782,1.06373182455,1.10176953738,0.0872967447338,0.0856895001094,0.0890317903536,0.00870000706341,0.0085237286114,0.0088814364085,0.922,0.863,0.981,1.12,1.087,1.153,0.907,0.855,0.959,6004.0,5902.0,6106.0,-0.38,-0.48,-0.28,11.811,1.07308105378,0.916580040912,1.19377707742
Kepler-197c,K00623.01,0.0803155491676,3.78119337973e-05,0.288135675918,10.3497107916,10.3497648485,1.20786431398,1.25607890754,0.0579608455067,0.0568937122746,0.0591128324613,0.00987883207103,0.00961279219802,0.0100942680858,0.922,0.863,0.981,1.12,1.087,1.153,0.907,0.855,0.959,6004.0,5902.0,6106.0,-0.38,-0.48,-0.28,11.811,0.934124375895,0.703701642552,1.0742957759
Kepler-197d,K00623.02,0.0285932476804,4.14436271893e-06,0.233080240129,15.6778697148,15.677999389,1.24386291746,1.29289094919,0.0439435853,0.0431345277405,0.0448169755441,0.0101732560013,0.00990690458721,0.0103392784318,0.922,0.863,0.981,1.12,1.087,1.153,0.907,0.855,0.959,6004.0,5902.0,6106.0,-0.38,-0.48,-0.28,11.811,0.999859521192,0.83401363422,1.11015444947
Kepler-197e,K00623.04,0.383140219143,0.214494157838,0.630152385778,25.2096808524,25.2110875568,0.983081857057,1.03063002588,0.0320166058728,0.0314271392456,0.0326529442832,0.00804039035305,0.00773199465336,0.00844715302217,0.922,0.863,0.981,1.12,1.087,1.153,0.907,0.855,0.959,6004.0,5902.0,6106.0,-0.38,-0.48,-0.28,11.811,2.46899144023,1.50687974672,3.26664299102
Kepler-278b,K01221.01,0.0430411939898,0.000134683010174,0.36790060457,30.1585595796,30.1594653122,4.59032307068,4.84617647491,0.0659836038425,0.0657004864858,0.0662716652115,0.0143265170948,0.0135958646797,0.0148201275792,1.298,1.222,1.374,2.935,2.869,3.001,0.0724,0.07146,0.07334,4991.0,4916.0,5066.0,0.28,0.18,0.38,11.584,0.911949519405,0.331629993766,1.21080281493
Kepler-278c,K01221.02,0.508349443877,0.393921858029,0.703402395261,51.085082292,51.0885448162,3.31067484638,3.4271393637,0.0464351689846,0.046235928544,0.0466378887145,0.0103327018712,0.0100531740337,0.0108946035841,1.298,1.222,1.374,2.935,2.869,3.001,0.0724,0.07146,0.07334,4991.0,4916.0,5066.0,0.28,0.18,0.38,11.584,0.245989696601,0.175708753534,0.348816391776
Kepler-338b,K01930.01,0.0381448714734,8.44353236313e-07,0.308184330413,13.7269850126,13.7274561633,2.58070580503,2.7144784484,0.0687468839302,0.066395880957,0.0714707401505,0.0136252504804,0.0133351837219,0.0138224000483,1.142,1.058,1.226,1.735,1.653,1.817,0.309,0.275,0.343,5923.0,5846.0,6000.0,-0.07,-0.17,0.03,12.119,1.22069433218,0.953245055227,1.40594202597
Kepler-338c,K01930.02,0.032322181918,1.99406477497e-06,0.274143351488,24.3116836999,24.3125495566,2.48353053772,2.61867556527,0.0469634254494,0.0453573722503,0.0488241878756,0.0131121980608,0.012758548958,0.0133071209025,1.142,1.058,1.226,1.735,1.653,1.817,0.309,0.275,0.343,5923.0,5846.0,6000.0,-0.07,-0.17,0.03,12.119,1.11864388829,0.898326740641,1.29496860307
